Curso,Unidade de execução,Turno,Turma,Inscritos no turno,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula
MS,Instituições nas Sociedades Contemporâneas,M8062TP01,MSOCIngA1,46,Seg,16:00:00,20:00:00,07/11/2022,Sala Aulas Mestrado
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qua,13:00:00,14:30:00,07/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,15/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,24/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,17/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,10/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,03/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,27/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,20/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,13/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,06/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,29/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,14:30:00,16:00:00,22/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,15/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,24/11/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,17/11/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,10/11/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,03/11/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,27/10/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,20/10/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,13/10/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,06/10/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,29/09/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL27,GRHA2,48,Qui,16:00:00,17:30:00,22/09/2022,Sala/anfiteatro aulas
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,07/12/2022,Sala de Aulas normal
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,30/11/2022,BYOD (Bring Your Own Device)
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,23/11/2022,BYOD (Bring Your Own Device)
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,16/11/2022,BYOD (Bring Your Own Device)
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,09/11/2022,Sala de Aulas normal
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,26/10/2022,Sala de Aulas normal
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,19/10/2022,Sala de Aulas normal
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,12/10/2022,BYOD (Bring Your Own Device)
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,28/09/2022,Sala de Aulas normal
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,21/09/2022,BYOD (Bring Your Own Device)
"LEI, LEI-PL",Agentes Autónomos,03727PL06,"EI-C3, EI-C2, EI-C1",58,Qua,14:30:00,16:00:00,14/09/2022,Sala de Aulas normal
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,13:00:00,14:30:00,10/11/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,13:00:00,14:30:00,03/11/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,13:00:00,14:30:00,27/10/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,13:00:00,14:30:00,20/10/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,14:30:00,16:00:00,10/11/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,14:30:00,16:00:00,03/11/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,14:30:00,16:00:00,27/10/2022,Sala Aulas Mestrado
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010TP07,MEI-A1,39,Qui,14:30:00,16:00:00,20/10/2022,Sala Aulas Mestrado
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Sáb,11:00:00,13:00:00,17/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Sáb,09:00:00,11:00:00,17/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Sex,20:00:00,22:00:00,21/10/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Sex,18:00:00,20:00:00,21/10/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,18:00:00,20:00:00,20/10/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,20:00:00,22:00:00,13/10/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,20:00:00,22:00:00,29/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,20:00:00,22:00:00,22/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,20:00:00,22:00:00,15/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,18:00:00,20:00:00,13/10/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,18:00:00,20:00:00,29/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,18:00:00,20:00:00,22/09/2022,Sala/anfiteatro aulas
MEEC,Economia Global e Internacionalização das Empresas,M8660TP01,MEECA1,36,Qui,18:00:00,20:00:00,15/09/2022,Sala/anfiteatro aulas
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Sáb,09:30:00,11:00:00,29/10/2022,BYOD (Bring Your Own Device)
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Sáb,09:30:00,11:00:00,05/11/2022,BYOD (Bring Your Own Device)
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Seg,19:30:00,21:00:00,14/11/2022,BYOD (Bring Your Own Device)
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Seg,19:30:00,21:00:00,07/11/2022,BYOD (Bring Your Own Device)
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Seg,19:30:00,21:00:00,17/10/2022,BYOD (Bring Your Own Device)
MSIAD,Análise de Dados para Business Intelligence,01113TP03,MSIAD-A1,38,Sáb,09:30:00,11:00:00,19/11/2022,BYOD (Bring Your Own Device)
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,11/11/2022,Sala de Aulas normal
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,04/11/2022,Sala de Aulas normal
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,28/10/2022,Sala de Aulas normal
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,21/10/2022,Sala de Aulas normal
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,14/10/2022,Sala de Aulas normal
CT,Introdução à Sustentabilidade,03657TP03,CI-CT-03,28,Sex,13:00:00,15:00:00,07/10/2022,Sala de Aulas normal
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,14:30:00,16:00:00,30/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,14:30:00,16:00:00,16/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,14:30:00,16:00:00,02/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,14:30:00,16:00:00,19/10/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,13:00:00,14:30:00,30/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,13:00:00,14:30:00,16/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,13:00:00,14:30:00,02/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL03,"ET-B12, ET-B11, ET-B10",7,Qua,13:00:00,14:30:00,19/10/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,11:00:00,12:30:00,02/12/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,11:00:00,12:30:00,18/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,11:00:00,12:30:00,04/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,11:00:00,12:30:00,21/10/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,09:30:00,11:00:00,02/12/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,09:30:00,11:00:00,18/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,09:30:00,11:00:00,04/11/2022,Lab ISTA
LETI,Electromagnetismo,L2101PL04,"ET-B6, ET-B5, ET-B4",31,Sex,09:30:00,11:00:00,21/10/2022,Lab ISTA
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,15/12/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,24/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,17/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,10/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,03/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,27/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,20/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,13/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,06/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,29/09/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,22/09/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,18:00:00,19:30:00,15/09/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,15/12/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,24/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,17/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,10/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,03/11/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,27/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,20/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,13/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,06/10/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,29/09/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,22/09/2022,Sala de Aulas normal
CIESPP,Sociologia das Migrações Internacionais,L5133TP01,CI-ESPP-1,55,Qui,19:30:00,21:00:00,15/09/2022,Sala de Aulas normal
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,15/12/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,24/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,17/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,10/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,03/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,27/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,20/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,13/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,06/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,29/09/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,22/09/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,09:30:00,11:00:00,15/09/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,15/12/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,24/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,17/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,10/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,03/11/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,27/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,20/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,13/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,06/10/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,29/09/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,22/09/2022,Laboratório de Informática
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Programação Orientada para Objectos,L5315PL13,"IGE-B8, IGE-B7, IGE-B6, IGE-B5",33,Qui,11:00:00,12:30:00,15/09/2022,Laboratório de Informática
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,13/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,06/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,29/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,22/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,15/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,08/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,25/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,18/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,11/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,04/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,27/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,16:00:00,17:30:00,20/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,13/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,06/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,29/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,22/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,15/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,08/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,25/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,18/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,11/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,04/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,27/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Ter,13:00:00,14:30:00,20/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,09/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,02/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,25/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,18/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,11/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,04/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,28/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,21/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,14/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,07/10/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,30/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,13:00:00,14:30:00,23/09/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,16:00:00,17:30:00,09/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,16:00:00,17:30:00,02/12/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,16:00:00,17:30:00,25/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,16:00:00,17:30:00,18/11/2022,Arq 6
MIA,Arquitectura I,L2205PL03,"ARQ-A6, ARQ-A5",24,Sex,16:00:00,17:30:00,11/11/2022,Arq 6
